id,background_type,crest_vision_holder,O,C,E,A,N,DT,NFC,SM,status,ch_id,dorm,grade,mana_color,major,vocation,noble_house,race,origin
P-0172,common_noble,false,0.44,0.40,0.53,0.50,0.52,0.46,0.19,0.48,uninstantiated,,기사동,3학년,황,대마전투과,기사,,,
P-0173,common_noble,false,0.62,0.73,0.73,0.69,0.32,0.13,0.66,0.33,uninstantiated,,황탑 기숙사,3학년,황,공성진동학파,마법사,,,
P-0174,common_noble,false,0.53,0.62,0.32,0.72,0.37,0.01,0.57,0.22,uninstantiated,,백탑 기숙사,3학년,백,순백응급학파,마법사,,,
P-0175,common_noble,false,0.66,0.82,0.45,0.82,0.89,0.01,0.70,0.27,uninstantiated,,신전동군,1학년,백,Lusenia 신전과,사제,,,
P-0176,common_noble,false,0.55,0.60,0.81,0.62,0.66,0.39,0.36,0.38,uninstantiated,,황탑 기숙사,1학년,황,관성조율학파,마법사,,,
P-0177,common_noble,false,0.41,0.99,0.34,0.59,0.69,0.42,0.39,0.06,uninstantiated,,자탑 기숙사,3학년,자,전심학파,마법사,,,
P-0178,common_noble,false,0.62,0.76,0.30,0.65,0.43,0.18,0.63,0.05,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,,
P-0179,common_noble,false,0.73,0.69,0.21,0.49,0.64,0.26,0.55,0.05,uninstantiated,,신전동군,1학년,자,Calision 신전과,사제,,,
P-0180,common_noble,false,0.70,0.50,0.64,0.38,0.22,0.41,0.33,0.48,uninstantiated,,기사동,3학년,청,지휘참모과,기사,,,
P-0181,common_noble,false,0.74,0.74,0.55,0.74,0.58,0.39,0.67,0.41,uninstantiated,,기사동,2학년,적,검창전술과,기사,,,
P-0182,common_noble,false,0.42,0.66,0.50,0.82,0.20,0.14,0.27,0.33,uninstantiated,,기사동,1학년,녹,궁노사격과,기사,,,
P-0183,common_noble,false,0.54,0.68,0.24,0.64,0.19,0.07,0.42,0.35,uninstantiated,,기사동,연구과정,적,공성·공병과,기사,,,
P-0184,common_noble,false,0.45,0.61,0.64,0.66,0.47,0.44,0.63,0.38,uninstantiated,,황탑 기숙사,4학년,황,군진선도학파,마법사,,,
P-0185,common_noble,false,0.42,0.67,0.57,0.63,0.24,0.27,0.73,0.60,uninstantiated,,청탑 기숙사,2학년,청,결속조형학파,마법사,,,
P-0186,common_noble,false,0.30,0.32,0.57,0.17,0.45,0.79,0.11,0.35,uninstantiated,,신전동군,1학년,적,Valerion 신전과,사제,,,
P-0187,nonhuman,false,0.66,0.90,0.37,0.46,0.61,0.27,0.56,0.38,uninstantiated,,기사동,1학년,적,검창전술과,기사,,하플링,
P-0188,signature_noble,true,0.49,0.56,0.47,0.75,0.43,0.03,0.47,0.43,uninstantiated,,비전관,3학년,황,관성조율학파,마법사,ORG-ARC-HOU-010,,
P-0189,common_noble,false,0.64,0.72,0.28,0.69,0.45,0.01,0.80,0.12,uninstantiated,,기사동,4학년,자,기동타격과,기사,,,
P-0190,common_noble,false,0.86,0.79,0.48,0.47,0.41,0.49,0.64,0.40,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-0191,common_noble,false,0.83,0.56,0.44,0.59,0.25,0.48,0.58,0.29,uninstantiated,,청탑 기숙사,4학년,청,방벽수호학파,마법사,,,
P-0192,common_noble,false,0.60,0.52,0.58,0.43,0.76,0.42,0.64,0.35,uninstantiated,,기사동,1학년,백,대마전투과,기사,,,
P-0193,common_noble,false,0.61,0.54,0.48,0.53,0.79,0.33,0.40,0.22,uninstantiated,,신전동군,1학년,녹,Silvaria 신전과,사제,,,
P-0194,common_noble,false,0.61,0.56,0.20,0.28,0.64,0.63,0.54,0.26,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-0195,common_noble,false,0.53,0.66,0.70,0.62,0.28,0.08,0.35,0.32,uninstantiated,,녹탑 기숙사,4학년,녹,약리전술학파,마법사,,,
P-0196,commoner,false,0.85,0.79,0.57,0.50,0.21,0.07,0.71,0.50,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-0197,signature_noble,true,0.63,0.74,0.56,0.44,0.72,0.46,0.32,0.43,uninstantiated,,비전관,4학년,황,전자유도학파,마법사,ORG-ARC-HOU-016,,
P-0198,commoner,false,0.79,0.47,0.53,0.59,0.41,0.24,0.44,0.60,uninstantiated,,기사동,3학년,녹,기마·마수운용과,기사,,,
P-0199,common_noble,false,0.64,0.81,0.09,0.39,0.65,0.26,0.65,0.04,uninstantiated,,녹탑 기숙사,2학년,녹,약리전술학파,마법사,,,
P-0200,signature_noble,true,0.84,0.60,0.50,0.66,0.72,0.26,0.59,0.40,uninstantiated,,비전관,4학년,백,순백응급학파,마법사,ORG-ARC-HOU-015,,
P-0201,common_noble,false,0.58,0.74,0.20,0.54,0.56,0.27,0.48,0.26,uninstantiated,,자탑 기숙사,3학년,자,전심학파,마법사,,,
P-0202,common_noble,false,0.68,0.60,0.09,0.52,0.37,0.42,0.45,0.47,uninstantiated,,기사동,3학년,황,궁노사격과,기사,,,
P-0203,common_noble,false,0.85,0.80,0.61,0.53,0.33,0.23,0.69,0.28,uninstantiated,,자탑 기숙사,2학년,자,전심학파,마법사,,,
P-0204,signature_noble,true,0.82,0.84,0.55,0.52,0.51,0.34,0.73,0.29,uninstantiated,,비전관,2학년,청,방패호위과,기사,ORG-ARC-HOU-020,,
P-0205,commoner,false,0.65,0.65,0.35,0.72,0.95,0.01,0.60,0.65,uninstantiated,,녹탑 기숙사,4학년,녹,약리전술학파,마법사,,,
P-0206,common_noble,false,0.75,0.72,0.47,0.51,0.64,0.29,0.26,0.32,uninstantiated,,적탑 기숙사,4학년,적,연기전술학파,마법사,,,
P-0207,signature_noble,true,0.51,0.64,0.46,0.49,0.46,0.17,0.37,0.09,uninstantiated,,비전관,4학년,백,순백응급학파,마법사,ORG-ARC-HOU-015,,
P-0208,signature_noble,true,0.41,0.33,0.62,0.58,0.99,0.32,0.28,0.26,uninstantiated,,비전관,4학년,적,화염포격학파,마법사,ORG-ARC-HOU-004,,
P-0209,foreigner,false,0.81,0.72,0.35,0.96,0.76,0.01,0.61,0.01,uninstantiated,,녹탑 기숙사,2학년,녹,약리전술학파,마법사,,,ARC-인접왕국권
P-0210,common_noble,false,0.61,0.56,0.49,0.20,0.53,0.42,0.53,0.38,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,,
P-0211,common_noble,false,0.65,0.62,0.67,0.64,0.69,0.46,0.56,0.55,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,,
P-0212,common_noble,false,0.65,0.73,0.67,0.70,0.61,0.05,0.53,0.32,uninstantiated,,적탑 기숙사,4학년,적,화염포격학파,마법사,,,
P-0213,common_noble,false,0.71,0.87,0.01,0.57,0.43,0.11,0.57,0.12,uninstantiated,,신전동군,3학년,자,Calision 신전과,사제,,,
P-0214,common_noble,false,0.55,0.60,0.71,0.37,0.73,0.39,0.42,0.53,uninstantiated,,녹탑 기숙사,3학년,녹,정령계약학파,마법사,,,
P-0215,commoner,false,0.64,0.43,0.64,0.37,0.54,0.41,0.61,0.20,uninstantiated,,적탑 기숙사,1학년,적,연기전술학파,마법사,,,
P-0216,signature_noble,true,0.58,0.77,0.61,0.58,0.18,0.34,0.52,0.30,uninstantiated,,비전관,1학년,청,지휘참모과,기사,ORG-ARC-HOU-001,,
P-0217,common_noble,false,0.84,0.81,0.23,0.64,0.48,0.22,0.68,0.27,uninstantiated,,청탑 기숙사,1학년,청,구속연쇄학파,마법사,,,
P-0218,common_noble,false,0.75,0.63,0.63,0.52,0.44,0.51,0.63,0.37,uninstantiated,,신전동군,2학년,적,Valerion 신전과,사제,,,
P-0219,common_noble,false,0.81,0.67,0.28,0.80,0.56,0.11,0.82,0.29,uninstantiated,,자탑 기숙사,3학년,자,심상환영학파,마법사,,,
P-0220,common_noble,false,0.65,0.77,0.01,0.59,0.52,0.04,0.52,0.01,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-0221,nonhuman,false,0.58,0.47,0.68,0.61,0.57,0.33,0.58,0.50,uninstantiated,,신전동군,1학년,황,Calision 신전과,사제,,고블린,
P-0222,common_noble,false,0.65,0.82,0.46,0.77,0.56,0.18,0.76,0.35,uninstantiated,,청탑 기숙사,4학년,청,방벽수호학파,마법사,,,
P-0223,foreigner,false,0.65,0.52,0.37,0.75,0.27,0.19,0.54,0.50,uninstantiated,,적탑 기숙사,3학년,적,화염포격학파,마법사,,,ARC-인접왕국권
P-0224,nonhuman,false,0.66,0.42,0.55,0.64,0.39,0.13,0.48,0.50,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,리자드포크,
P-0225,common_noble,false,0.68,0.71,0.57,0.79,0.45,0.18,0.56,0.49,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,,
P-0226,commoner,false,0.58,0.58,0.38,0.72,0.49,0.25,0.46,0.15,uninstantiated,,기사동,3학년,적,중장돌격과,기사,,,
P-0227,common_noble,false,0.66,0.55,0.82,0.47,0.49,0.78,0.65,0.60,uninstantiated,,녹탑 기숙사,3학년,녹,약리전술학파,마법사,,,
P-0228,common_noble,false,0.81,0.82,0.52,0.37,0.50,0.59,0.70,0.34,uninstantiated,,청탑 기숙사,4학년,청,방벽수호학파,마법사,,,
P-0229,common_noble,false,0.63,0.59,0.55,0.64,0.48,0.14,0.56,0.41,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-0230,common_noble,false,0.70,0.95,0.36,0.63,0.58,0.11,0.51,0.45,uninstantiated,,기사동,3학년,청,검창전술과,기사,,,
P-0231,commoner,false,0.55,0.47,0.46,0.64,0.77,0.13,0.28,0.23,uninstantiated,,적탑 기숙사,1학년,적,화염포격학파,마법사,,,
P-0232,nonhuman,false,0.64,0.68,0.63,0.66,0.32,0.12,0.87,0.68,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,고블린,
P-0233,signature_noble,true,0.72,0.48,0.69,0.50,0.53,0.44,0.51,0.70,uninstantiated,,비전관,1학년,자,심상환영학파,마법사,ORG-ARC-HOU-009,,
P-0234,common_noble,false,0.59,0.63,0.74,0.57,0.54,0.51,0.42,0.59,uninstantiated,,적탑 기숙사,1학년,적,폭연연성학파,마법사,,,
P-0235,foreigner,false,0.74,0.46,0.59,0.66,0.54,0.20,0.72,0.33,uninstantiated,,신전동군,2학년,청,Calision 신전과,사제,,,SAH-울카자르권
P-0236,common_noble,false,0.76,0.71,0.27,0.59,0.29,0.06,0.68,0.04,uninstantiated,,기사동,2학년,녹,기마·마수운용과,기사,,,
P-0237,common_noble,false,0.68,0.71,0.33,0.62,0.61,0.01,0.63,0.46,uninstantiated,,기사동,3학년,녹,궁노사격과,기사,,,
P-0238,common_noble,false,0.83,0.69,0.60,0.29,0.70,0.41,0.59,0.41,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,,
P-0239,commoner,false,0.57,0.68,0.65,0.48,0.99,0.28,0.41,0.22,uninstantiated,,기사동,3학년,청,지휘참모과,기사,,,
P-0240,common_noble,false,0.51,0.58,0.53,0.43,0.39,0.26,0.45,0.57,uninstantiated,,기사동,3학년,백,병참·군정과,기사,,,
P-0241,common_noble,false,0.41,0.53,0.27,0.38,0.83,0.30,0.15,0.06,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,,
P-0242,common_noble,false,0.54,0.76,0.59,0.88,0.35,0.08,0.57,0.41,uninstantiated,,적탑 기숙사,1학년,적,화염포격학파,마법사,,,
P-0243,common_noble,false,0.82,0.32,0.43,0.60,0.32,0.04,0.59,0.54,uninstantiated,,적탑 기숙사,1학년,적,화염포격학파,마법사,,,
P-0244,nonhuman,false,0.90,0.34,0.74,0.45,0.32,0.19,0.84,0.44,uninstantiated,,적탑 기숙사,3학년,적,화염포격학파,마법사,,하플링,
P-0245,common_noble,false,0.67,0.85,0.67,0.79,0.63,0.50,0.63,0.43,uninstantiated,,기사동,3학년,적,공성·공병과,기사,,,
P-0246,common_noble,false,0.74,0.47,0.25,0.62,0.46,0.06,0.23,0.49,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,,
P-0247,common_noble,false,0.58,0.91,0.61,0.59,0.37,0.02,0.61,0.46,uninstantiated,,백탑 기숙사,2학년,백,역서명파쇄학파,마법사,,,
P-0248,common_noble,false,0.83,0.67,0.83,0.75,0.60,0.54,0.99,0.74,uninstantiated,,적탑 기숙사,4학년,적,연기전술학파,마법사,,,
P-0249,signature_noble,true,0.59,0.36,0.38,0.67,0.45,0.73,0.55,0.55,uninstantiated,,비전관,1학년,녹,정령계약학파,마법사,ORG-ARC-HOU-013,,
P-0250,common_noble,false,0.70,0.50,0.41,0.39,0.50,0.20,0.41,0.36,uninstantiated,,신전동군,1학년,백,Calision 신전과,사제,,,
P-0251,common_noble,false,0.61,0.77,0.62,0.48,0.55,0.25,0.64,0.07,uninstantiated,,백탑 기숙사,1학년,백,광휘정화학파,마법사,,,
P-0252,nonhuman,false,0.77,0.67,0.36,0.84,0.77,0.23,0.48,0.17,uninstantiated,,녹탑 기숙사,4학년,녹,약리전술학파,마법사,,오크,
P-0253,commoner,false,0.86,0.67,0.70,0.71,0.37,0.47,0.52,0.66,uninstantiated,,기사동,2학년,황,궁노사격과,기사,,,
P-0254,common_noble,false,0.41,0.42,0.53,0.78,0.60,0.14,0.31,0.17,uninstantiated,,적탑 기숙사,3학년,적,적열단조학파,마법사,,,
P-0255,common_noble,false,0.75,0.81,0.92,0.90,0.34,0.08,0.72,0.59,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-0256,common_noble,false,0.80,0.51,0.78,0.41,0.64,0.57,0.32,0.55,uninstantiated,,기사동,2학년,황,공성·공병과,기사,,,
P-0257,signature_noble,true,0.72,0.59,0.56,0.54,0.74,0.43,0.38,0.59,uninstantiated,,비전관,4학년,녹,균사전장학파,마법사,ORG-ARC-HOU-021,,
P-0258,common_noble,false,0.37,0.48,0.66,0.64,0.55,0.29,0.37,0.35,uninstantiated,,기사동,2학년,청,방패호위과,기사,,,
P-0259,foreigner,false,0.84,0.23,0.62,0.35,0.58,0.50,0.44,0.39,uninstantiated,,청탑 기숙사,2학년,청,방벽수호학파,마법사,,,ARC-원거리소국권
P-0260,common_noble,false,0.74,0.90,0.31,0.48,0.37,0.01,0.73,0.31,uninstantiated,,기사동,3학년,황,지휘참모과,기사,,,
P-0261,signature_noble,true,0.67,0.69,0.76,0.61,0.89,0.34,0.37,0.48,uninstantiated,,비전관,2학년,청,방벽수호학파,마법사,ORG-ARC-HOU-001,,
P-0262,common_noble,false,0.67,0.54,0.33,0.75,0.74,0.21,0.58,0.28,uninstantiated,,기사동,4학년,청,지휘참모과,기사,,,
P-0263,common_noble,false,0.39,0.68,0.48,0.52,0.61,0.35,0.26,0.46,uninstantiated,,흑탑 기숙사,4학년,흑,침식주술학파,마법사,,,
P-0264,nonhuman,false,0.28,0.69,0.46,0.42,0.55,0.26,0.58,0.17,uninstantiated,,청탑 기숙사,1학년,청,방벽수호학파,마법사,,리자드포크,
P-0265,commoner,false,0.44,0.43,0.24,0.73,0.33,0.27,0.18,0.34,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,,
P-0266,common_noble,false,0.71,0.57,0.31,0.52,0.75,0.49,0.36,0.34,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,,
P-0267,commoner,false,0.67,0.41,0.45,0.99,0.60,0.20,0.54,0.37,uninstantiated,,기사동,2학년,자,기동타격과,기사,,,
P-0268,common_noble,false,0.86,0.80,0.58,0.76,0.60,0.23,0.91,0.56,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,,
P-0269,foreigner,false,0.70,0.37,0.52,0.54,0.70,0.42,0.49,0.42,uninstantiated,,신전동군,2학년,황,Vesperian 신전과,사제,,,ARC-인접왕국권
P-0270,commoner,false,0.38,0.50,0.58,0.46,0.57,0.41,0.43,0.49,uninstantiated,,흑탑 기숙사,3학년,흑,침식주술학파,마법사,,,
P-0271,common_noble,false,0.77,0.71,0.52,0.41,0.42,0.20,0.63,0.44,uninstantiated,,신전동군,4학년,적,Vesperian 신전과,사제,,,
P-0272,common_noble,false,0.76,0.69,0.37,0.48,0.43,0.31,0.48,0.41,uninstantiated,,신전동군,4학년,적,Valerion 신전과,사제,,,
P-0273,common_noble,false,0.80,0.50,0.37,0.49,0.50,0.31,0.50,0.28,uninstantiated,,백탑 기숙사,4학년,백,순백응급학파,마법사,,,
P-0274,common_noble,false,0.69,0.28,0.42,0.52,0.45,0.69,0.30,0.32,uninstantiated,,청탑 기숙사,2학년,청,방벽수호학파,마법사,,,
P-0275,common_noble,false,0.74,0.54,0.40,0.77,0.29,0.39,0.43,0.62,uninstantiated,,신전동군,3학년,청,Enosian 신전과,사제,,,
P-0276,common_noble,false,0.51,0.91,0.47,0.68,0.39,0.18,0.64,0.46,uninstantiated,,자탑 기숙사,연구과정,자,심상환영학파,마법사,,,
P-0277,common_noble,false,0.44,0.72,0.64,0.33,0.76,0.33,0.28,0.19,uninstantiated,,청탑 기숙사,3학년,청,결속조형학파,마법사,,,
P-0278,common_noble,false,0.83,0.90,0.78,0.85,0.78,0.01,0.74,0.51,uninstantiated,,청탑 기숙사,연구과정,청,결속조형학파,마법사,,,
P-0279,common_noble,false,0.68,0.69,0.49,0.77,0.71,0.40,0.39,0.03,uninstantiated,,기사동,3학년,자,방패호위과,기사,,,
P-0280,common_noble,false,0.71,0.48,0.50,0.68,0.30,0.27,0.60,0.40,uninstantiated,,청탑 기숙사,연구과정,청,방벽수호학파,마법사,,,
P-0281,common_noble,false,0.71,0.44,0.43,0.61,0.51,0.38,0.45,0.54,uninstantiated,,흑탑 기숙사,2학년,흑,침식주술학파,마법사,,,
P-0282,common_noble,false,0.46,0.78,0.28,0.76,0.25,0.01,0.72,0.31,uninstantiated,,기사동,1학년,적,검창전술과,기사,,,
P-0283,commoner,false,0.68,0.56,0.33,0.50,0.54,0.45,0.56,0.34,uninstantiated,,기사동,1학년,녹,기동타격과,기사,,,
P-0284,foreigner,false,0.57,0.60,0.62,0.47,0.46,0.42,0.66,0.01,uninstantiated,,기사동,2학년,자,대마전투과,기사,,,출신불명
P-0285,common_noble,false,0.68,0.79,0.34,0.71,0.57,0.01,0.50,0.26,uninstantiated,,황탑 기숙사,2학년,황,전자유도학파,마법사,,,
P-0286,signature_noble,true,0.49,0.92,0.15,0.11,0.30,0.22,0.56,0.23,uninstantiated,,비전관,1학년,청,구속연쇄학파,마법사,ORG-ARC-HOU-014,,
P-0287,commoner,false,0.76,0.46,0.52,0.50,0.67,0.44,0.39,0.46,uninstantiated,,백탑 기숙사,연구과정,백,순백응급학파,마법사,,,
P-0288,signature_noble,true,0.47,0.64,0.73,0.89,0.75,0.25,0.40,0.58,uninstantiated,,비전관,4학년,청,결속조형학파,마법사,ORG-ARC-HOU-016,,
P-0289,common_noble,false,0.33,0.98,0.37,0.40,0.76,0.25,0.41,0.15,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-0290,commoner,false,0.76,0.25,0.40,0.76,0.35,0.24,0.41,0.44,uninstantiated,,적탑 기숙사,1학년,적,화염포격학파,마법사,,,
P-0291,common_noble,false,0.67,0.68,0.66,0.68,0.74,0.26,0.39,0.23,uninstantiated,,기사동,연구과정,청,중장돌격과,기사,,,
P-0292,common_noble,false,0.70,0.75,0.46,0.46,0.40,0.28,0.43,0.36,uninstantiated,,기사동,4학년,흑,지휘참모과,기사,,,
P-0293,nonhuman,false,0.34,0.78,0.76,0.40,0.34,0.55,0.17,0.28,uninstantiated,,기사동,3학년,녹,기동타격과,기사,,드워프,
P-0294,common_noble,false,0.53,0.71,0.54,0.67,0.45,0.01,0.39,0.15,uninstantiated,,기사동,1학년,황,기동타격과,기사,,,
P-0295,common_noble,false,0.83,0.72,0.63,0.47,0.50,0.27,0.74,0.31,uninstantiated,,녹탑 기숙사,4학년,녹,약리전술학파,마법사,,,
P-0296,common_noble,false,0.99,0.94,0.63,0.67,0.52,0.18,0.61,0.69,uninstantiated,,자탑 기숙사,4학년,자,몽유침잠학파,마법사,,,
P-0297,commoner,false,0.70,0.67,0.29,0.65,0.22,0.18,0.44,0.34,uninstantiated,,기사동,2학년,청,대마전투과,기사,,,
P-0298,common_noble,false,0.63,0.68,0.21,0.55,0.66,0.20,0.74,0.26,uninstantiated,,기사동,3학년,청,검창전술과,기사,,,
P-0299,common_noble,false,0.67,0.75,0.52,0.56,0.40,0.01,0.53,0.34,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-0300,common_noble,false,0.90,0.33,0.22,0.40,0.48,0.43,0.59,0.08,uninstantiated,,황탑 기숙사,4학년,황,공성진동학파,마법사,,,
P-0301,common_noble,false,0.75,0.67,0.70,0.55,0.69,0.61,0.67,0.58,uninstantiated,,기사동,2학년,적,기마·마수운용과,기사,,,
P-0302,nonhuman,false,0.61,0.22,0.63,0.98,0.66,0.05,0.48,0.19,uninstantiated,,기사동,연구과정,백,궁노사격과,기사,,엘프,
P-0303,common_noble,false,0.92,0.68,0.62,0.55,0.84,0.49,0.44,0.33,uninstantiated,,청탑 기숙사,2학년,청,결속조형학파,마법사,,,
P-0304,common_noble,false,0.64,0.78,0.47,0.49,0.25,0.16,0.59,0.40,uninstantiated,,황탑 기숙사,1학년,황,관성조율학파,마법사,,,
P-0305,nonhuman,false,0.34,0.56,0.60,0.66,0.39,0.26,0.19,0.46,uninstantiated,,황탑 기숙사,2학년,황,관성조율학파,마법사,,하플링,
P-0306,commoner,false,0.84,0.68,0.79,0.63,0.30,0.08,0.99,0.49,uninstantiated,,신전동군,3학년,녹,Vesperian 신전과,사제,,,
P-0307,foreigner,false,0.78,0.79,0.50,0.62,0.59,0.17,0.44,0.13,uninstantiated,,녹탑 기숙사,3학년,녹,약리전술학파,마법사,,,NOR-스카르벨권
P-0308,nonhuman,false,0.74,0.84,0.31,0.48,0.51,0.42,0.50,0.18,uninstantiated,,황탑 기숙사,3학년,황,공성진동학파,마법사,,고블린,
P-0309,common_noble,false,0.64,0.62,0.73,0.59,0.76,0.46,0.37,0.33,uninstantiated,,기사동,3학년,녹,기마·마수운용과,기사,,,
P-0310,common_noble,false,0.57,0.58,0.36,0.39,0.38,0.59,0.30,0.23,uninstantiated,,기사동,2학년,자,검창전술과,기사,,,
P-0311,common_noble,false,0.57,0.84,0.24,0.61,0.54,0.34,0.73,0.39,uninstantiated,,기사동,1학년,녹,검창전술과,기사,,,
P-0312,common_noble,false,0.67,0.75,0.35,0.54,0.25,0.24,0.93,0.20,uninstantiated,,신전동군,3학년,황,Valerion 신전과,사제,,,
P-0313,common_noble,false,0.74,0.81,0.89,0.24,0.57,0.71,0.57,0.55,uninstantiated,,기사동,3학년,백,병참·군정과,기사,,,
P-0314,common_noble,false,0.83,0.45,0.89,0.60,0.46,0.44,0.43,0.64,uninstantiated,,적탑 기숙사,1학년,적,화염포격학파,마법사,,,
P-0315,common_noble,false,0.87,0.81,0.48,0.52,0.37,0.33,0.44,0.56,uninstantiated,,백탑 기숙사,연구과정,백,광휘정화학파,마법사,,,
P-0316,common_noble,false,0.75,0.74,0.46,0.79,0.63,0.12,0.58,0.36,uninstantiated,,백탑 기숙사,2학년,백,광휘정화학파,마법사,,,
P-0317,common_noble,false,0.62,0.60,0.80,0.73,0.71,0.33,0.47,0.61,uninstantiated,,적탑 기숙사,4학년,적,화염포격학파,마법사,,,
P-0318,common_noble,false,0.55,0.73,0.38,0.46,0.18,0.11,0.48,0.35,uninstantiated,,기사동,3학년,청,대마전투과,기사,,,
P-0319,commoner,false,0.56,0.92,0.46,0.45,0.19,0.32,0.66,0.45,uninstantiated,,녹탑 기숙사,2학년,녹,균사전장학파,마법사,,,
P-0320,signature_noble,true,0.62,0.43,0.37,0.50,0.42,0.15,0.52,0.15,uninstantiated,,비전관,1학년,청,방벽수호학파,마법사,ORG-ARC-HOU-003,,
